osmanlica,transkripsiyon
خوتاليج,Hotaliç
خوتاليچ,Hotaliç
خوتون,Hoton
خوتين,Hotin
خوجوان,Hoçuvan
خوخ عليا,Hoh-ı Ulya
خود,Hod
خوديجور,Hodiçor
خوديچور,Hodiçor
خور علي,Hur Ali
خوراسان,Horasan
خورتاج,Hortaç
خورخوره,Horhora
خورسونلى,Horsunlu
خورماتو,Hurmatu
خورمان,Hurman
خوزنس,Hozanis
خوس آلاى,Hoşalay
خوش آلاى,Hoşalay
خوش الاى,Hoşalay
خوشاب,Hoşab
خوشكار,Hoşkar
خوشناو,Hoşnav
خوطاشلى,Hotaşlı
خوطامش,Hotamış
خوطمش,Hotamış
خوفتي (؟),Hufiti (?)
خولا,Hola
خولان,Havlan
خولخول,Holhol
خوله,Hola
خوم ايلى,Humili
خومارو,Homaro
خومرياقو,Homeryako
خومه,Homa
خوناز,Honaz
خوى,Hoy
خويت,Huyut
خويرج,Hüveyric
خويوط,Huyut
خوچاش,Hoçaş
خوچه,Hoça
خوچوان,Hoçuvan
خيان,Hiyan
خيان و پيچار و قلب,Hiyan ve Piçar ve Kulb
خيراللو,Hayrilli
خيرايللو,Hayrilli
خيرسز آطه لر,Hayırsız Adalar
خيرسز اطه,Hayırsızada
خيرسز اطه لر,Hayırsız Adalar
خيزان,Hizan
خيزوب,Hizub
خيمارا,Hımara
خيماره,Hımara
خيمانه,Haymana
خيمانۀ اقسراى,Haymane-i Aksaray
خيوط,Huyut
خَطوَانْ,Hatvan
خَلتْ مع فَاتِرْ,Hallet maa Fatir
خَمس,Hums
خُداوَنْدكار,Hüdavendigar
خِيزَانْ,Hizan
دابرى,Dabri
دابري,Dabri
داخراب,Dahrab
داخل مع سليمان,Dahil maa Süleyman
داده,Dada
داديان,Dadyan
داديه,Dadya
دارا,Dara
دارابى,Darabi
دارزاسيه,Darzasye
دارقوش,Darkuş
دارمابا,Darmaba
دارنده,Darende
دارى دره,Darıdere
داريجه,Darıca
داريدره,Darıdere
داس,Das
داسقاليا,Daskalya
داسقاليو,Daskalyo
داسقوليو,Daskolyo
داسنى,Dasni
داسني,Dasni
داضلينه,Dazline
داقوق,Dakuk
دال,Dal
دالاق,Dalak
دالامان,Dalaman
داللوجه,Dallıca
دالليجه,Dallıca
دالماجيا طاغلرى,Dalmaçya Dağları
دالمان,Dalaman
دالمه,Dalma
داليان,Dalyan
دامال,Damal
دامباسلر,Dambaslar
دانا,Dana
دانزك,Danzik
دانزيق,Danzik
دانزيك,Danzik
دانشمند,Danişmend
دانشمند اسكسى,Danişmendeskisi
دانشمندلو مع كيكلر,Danişmend maa Geyikler
دانشمندلوى صغير,Danişmendli-yi Sagir
دانشمندلوى كبير,Danişmendli-yi Kebir
دانقى,Dankı
دانوفجه,Danofça
دانوفچه,Danofça
دانيمارقه,Danimarka
داوات,Davat
داود,Davud
داودان,Davudan
داودلر,Davudlar
داوديه,Davudiye
داوودلر,Davudlar
داير,Dayir
داَسْنى,Dasni
دباره,Dubare
دبرئ بالاوزيرورقۀ بالاوزير,Debre-i (Debri-i) Bala ve Zir ve Raka-i Bala ve Zir
دبرشته,Debrişte
دبره,Debre
دبره جين,Debreçin
دبره زير,Debre-i Zir
دبره چين,Debreçin
دبرى,Debri
دبريشته,Debrişte
دبريچه,Debriçe
دبرچان,Dobriçan
دبرچه,Debriçe
دبرۀ بالا و زير,Debre-i Bala ve Zir
دبرۀ زير,Debre-i Zir
دبرۀبالاوزيرورقه,Debre-i Bala ve Zir ve Raka
دبوى,Doboy
دبير مع كلادره,Debir maa Gladra
دبيل,Dibil
دجه,Decce
دجيل,Düceyl
دحراب,Duhrab
دخوك,Duhuk
دده آغاج,Dedeağaç
دده اغاج,Dedeağaç
دده كوى,Dedeköy
دده لى,Dedeli
در,Der
دراريان,Derariyan
دراغوتين,Dragotin
دراغوطين,Dragotin
دراغونارا,Dragonara
دراغونره,Dragonara
دراغونه ره,Dragonara
دراغونيزى,Dragonizi
دراما,Durama
درامتين,Drametin
درامه,Drama
درانه,Drana
دراوه,Drava
دراي اله كز و درو,Dera-yı Alagez ve Dero (?)
دراپانو,Drapano
دراپى,Drapi
دراچويچه,Draçeviçe
دراژنچه,Drajniçe
درب,Derb
درب الشط,Derbüşşat
دربساك,Derbisak
دربند كبير,Derbend-i Kebir
درة جرع,Dirret-i Cirra
درت يول,Dörtyol
درتنك صاهره (؟),Dertenk-i Sahire (?)
درتنك كلهر مندليجين,"Dertenk, Gülhur, Mendeli (Mendelicin)"
درجكى,Derecki
درزى دره,Terzidere
درزيلر,Derziler
درزين,Derzin
درسم,Dersim
درسم مع خوزاث,Dersim maa Hozat
درسه,Durse
درسيم,Dersim
درشيفى,Derşifi
درعا,Dera
درغوس,Dragos
درغومشته,Dragomeşte
درك,Derik
دركزين,Dergüzin
دركله,Dergele
دركنه,Dirgine
دركوش,Derkuş
درنده,Darende
درنه,Derne
درنه مع درتك,Derne maa Dertenk (Dertek)
درنوه,Drenova
درنيش,Dirniş
دره,Dere
دره ايلى,Dereili
دره ججك,Dereçiçek
دره شاهبوز,Dereşahbuz
دره لو,Dereli
دره لى,Dereli
دره متين,Drametin
دره منيك,Dremenik
دره نوركوت,Derenürgüt
دره نوفچه,Drenofça
دره پانو,Drapano
دره پولى,Drepoli
دره چچك,Dereçiçek
دروبناقلر,Drobnaklar
درويش بالقانى,Derviş Balkanı
درى,Deri
دريب,Düreyb
دريب ثلث عكار,Düreyb [maa] Sülüs-i Akkar
دريما,Drima
درين,Drin
درّ فرامان,Dürr-i Feraman
درگنه مع سكز ديوان,Dirgine maa Sekizdivan
درۀ ايواجق,Dere-i Ayvacık
دزاق,Dizak
دزمار,Dizmar
دزى,Dizzi
دستك,Destek
دسنه,Desne
دسپوتكى,Despotiki
دشتكور,Deştigur
دشقاط,Dışkat
دشمن ايلى,Düşmanili
دعرش,Duriş
دفتران,Defteran
دفنان,Difnan
دقهليه,Dekahliye
دقورى,Dekori
دقوق,Dakuk
دقوق و كركوك,Dakuk ve Kerkük
دكرمان اوزى,Değirmenözü
دكرمانلك,Değirmenlik
دكرمن اوزى,Değirmenözü
دكرمن دره,Değirmendere
دكرمن دره سى,Değirmenderesi
دكرمن چايرى,Değirmençayırı
دكرمنجك,Değirmencik
دكرمنلك,Değirmenlik
دكرمنلك و سنطورين,Değirmenlik ve Santorin
دكرمنلك و صنطورى,Değirmenlik ve Santorin (Santori)
دكرمنلك و مسنطورى,Değirmenlik ve Santorin (Mesantori)
دكرنصور,Diğrensor
دكزاوبه,Denizoba
دكزلى,Denizli
دكك كسكين,Dinekkeskin
دكلس,Diklis
دكنلو,Diğinli
دكنلى,Diğinli
دكيزلى,Denizli
دكّه,Dekke
دلبوچيچه,Delboçiçe
دلبوچچه,Delboçiçe
دلجه,Delca
دلغوبرده,Dılgobırda
دلكانلو,Delikanlı
دلكانلى,Delikanlı
دلكانى,Delikani
دللى عباس,Delliabbas
دلوجه اوزى,Deliceözü
دلوس,Delos
دلونه,Delvine
دلويناكى,Delvinaki
دلوينه,Delvine
دلوينه مع ايدونات,Delvine maa Aydonat
دلوينه مع برغوز,Delvine maa Bergoz
دلوينه مع رزه و قوردلن و قروه لش,Delvine maa Reze ve Kurdelen ve Kurveleş
دلى الياس,Deliilyas
دلى اورمان مع طورنو,Deliorman maa Turnu
دليجه,Delice
دليك طاش,Deliktaş
دليكانلو,Delikanlı
دليكطاش,Deliktaş
دليم,Düleym
دمام,Demmam
دمره,Demre
دمنحور,Demenhur
دمنهور,Demenhur
دمورجى بازارى,Demircipazarı
دمياد مع رشيد,Dimyat (Dimyad) maa Reşid
دمياط مع رشيد,Dimyat maa Reşid
دمير طاش,Demirtaş
دميرجى قولى,Demircikolu
دميركان,Demirkan
دميرلى,Demirli
دنادى,Denadi
دندارلو,Dündarlı
دنك معدن,Dinekmaden
ده بالا,Dih-i Bala
ده ده آغاج,Dedeağaç
ده ده اغاج,Dedeağaç
ده سو,Deso
ده فوليزا,Defoliza
ده قونيزا,Dekoniza
ده لوس,Delos
ده ولن,Devlen
ده وه جر,Deveçer
دهراب,Duhrab
دهلوم,Dehlum
دهنة,Dehne
دهوك,Duhuk
دهوك و كركوك,Dakuk (Dahuk) ve Kerkük
دهول,Duhul
دو جر,Deveçer
دواسله,Devasile
دواوان,Duavan
دوب,Dub
دوبجه,Dubiçe
دوبراوه,Dubrava
دوبره,Dobra
دوبره وه,Dubrava
دوبره وير,Dobravir
دوبروجه,Dobruca
دوبروغراد,Dobrograd
دوبروكس,Döbrökes
دوبرون,Dobrun
دوبرونيك,Dubrovnik
دوبريجان,Dobriçan
دوبريجه,Dobrice (?)
دوبريچان,Dobriçan
دوبنجه,Dubniçe
دوبنيجه,Dubniçe
دوبنيجه مع جمعه,Dubniçe maa Cuma-i Bala (Cuma)
دوبنيچه,Dubniçe
دوبوجاج,Duboçaç
دوبوجاج عتيق,Duboçaç-ı Atik
دوبور,Dobor
دوبوى,Doboy
دوبوچاج,Duboçaç
دوبوچاچ,Duboçaç
دوبوچاچ عتيق,Duboçaç-ı Atik
دوبيجه,Dubiçe
دوبيچه,Dubiçe
دوحارا اطه جقلرى,Duhara Adacıkları
دوحول,Duhul
دوخرات آبيد,Duhrat Abid
دوراسو,Duraso
دوربناك,Drobnak (Durobnak)
دوردول,Durdul
دورسنه,Dorosina
دورغه,Doroga
دورق,Durak
دورقة البحر,Durkatülbahr
دوركانى,Devrekani
دوركى,Divriği
دورمروان,Dümervan (Durmervan)
دوره كانى,Devrekani
دوره كانى و كورۀ معموره,Devrekani ve İnebolu (Küre-i Mamure)
دوروق,Dorok
دورِ ملك,Devr-i Melik
دوزجه,Düzce
دوزجه مع اقچه شهر,Düzce maa Akçaşehir
دوزجه مع قوكرپا,Düzce maa Konrapa
دوزجه پازارى,Düzcepazarı
دوزيق,Duzik
دوسكى,Doski
دوش قيا,Döşkaya
دوش قيا و تبريز ميشه سي و يدي حلب وقرض,Döşkaya ve Tebrizmişesi ve Yedikilise (Yedihaleb) ve Karz
دوشك خانه,Döşekhane
دوشنبه,Düşenbe
دوشنبه مع سكر,Düşenbe maa Senir
دوغان بك,Doğanbey
دوقه كين,Dukakin
دوكر,Döğer
دوكر مع اغروس,Döğer maa Ağros
دوكرلو,Döğerli
دوكرلى,Döğerli
دوكنجى ايلى,Düğüncüili
دول كوهى,Devolkuhu
دولاوشته,Dolavişte
دولن,Devlen
دولنه دراچه ويچه,Dolnadraçeviçe
دولنه دوبره كيور,Dolnadobragyör
دولنه رودينه,Dolnarudine
دولنه موراچه,Dolnamoraça
دوليجه,Dolice
دولگه,Dolge
دوما,Duma
دوما نيچ,Domaniç
دومام,Dumam
دومانيج,Domaniç
دومبو,Dombo
دومروان,Dümervan
دومكه,Dömeke
دومنجه (؟),Dömenice (?)
دومنك,Dömenik
دومنه,Dumine
دومنيك,Dömenik
دومنيك و نفس دومنك,Dömenik ve Dömenik merkez
دومه نيك,Dömenik
دوموشتيجه,Dumoştiçe
دوموشتيچه,Dumoştiçe
دومينه,Dumine
دوندار,Dündar
دوندارلو,Dündarlı
دوندارلو و بلغارلو,Dündarlı ve Bulgarlı
دونكللى,Döngelli
دونيه,Dunye
دوه جر,Deveçer
دوه كچيدى,Devegeçidi
دوه لو,Develi
دوه لى,Develi
دوه چر,Deveçer
دوگر,Döğer
دوگرلى و اويوم آغاج,Döğerli ve Oyumağaç
ديادين,Diyadin
ديار بكْر,Diyarbekir
دياربكر,Diyarbekir
ديارْبكر,Diyarbekir
دياقوه,Diyakova
دياقوپو,Dyakopo
دياله,Diyale
دياوته س,Diyavatas
ديب تارخان,Diptarhan
ديب قرپاس,Dipkarpas
ديب كرش,Dipkerş
ديبسز كول,Dipsizgöl
ديبكرش,Dipkerş
ديدقوفچه,Didkofça
ديدوش,Didoş
دير الاحمر,Deyrulahmer
دير القمر,Deyrulkamer
دير القمر قائممقاملغى,Deyrulkamer Kaymakamlığı
دير سلمان,Deyr-i Selman
دير شميل,Deyr-i Şumeyl
دير فور,Deyrfur
دير و شرش,Deyr ve Şeriş
دير و نشوه,Deyr ve Neşve
دير ويرى,Deyrviri (?)
ديرازنيا,Dirazniya
ديراغان,Diragan
ديراغوتين,Dragotin
ديراغوطين,Dragotin
ديرالقمر,Deyrulkamer
ديرامه,Drama
ديرانوه,Dranova
ديراوه,Drava
ديرزور,Deyr-i Zor
ديرسلمان,Deyr-i Selman
ديركلى,Direkli
ديركول,Dirgül
ديرممان,Dirmeman
ديرميل,Dirmil
ديرنيش,Dirniş
ديره,Dire
ديره كلى,Direkli
ديره نوفجه,Drenofça
ديره نوفچه,Drenofça
ديرون,Diron
ديرُوت,Dayrut
ديرگول,Dirgül
ديزآق,Dizak
ديزاق,Dizak
ديزه جرود,Dizecrud
ديزي,Dizi
ديسان,Disan
ديشقاط,Dışkat
ديشلق,Dışlık
ديغور,Digor
ديفنان,Difnan
ديكر پساتونيسى,Psatonis-i diğer (Diğer Psatonisi)
ديكرنصور,Diğrensor
ديكلى,Dikili
ديكنلو,Diğinli
ديكيلى,Dikili
ديل,Dil
ديليصوص,Dilisos
ديم صويى,Dimsuyu
ديمبوويچه,Dimboviçe
ديمترفچه,Dimitrofça
ديمتروفجه,Dimitrofça
ديمتروفچه,Dimitrofça
ديمترى,Dimitri
ديمترى كونمه,Dimitrigonime
ديمتوقه,Dimetoka
ديمه توقه,Dimetoka
ديميناقى,Diminaki
دينار,Dinar
ديناور,Dinaver
دينحوراد,Dinhorad
دينسر,Dinser (Dinsez (?))
دينك,Dinek
دينك كسكون,Dinekkeskin
دينلى,Dinli
دينور,Dinver
دينوسه,Dinosa
دينوسيادس اطه لرى,Dinosyadis Adaları
ديوان قوغا,Divan-ı Koğa
ديوانه اورمان و ايورانه,Deliorman (Divaneorman) ve İvrana
ديوانيه,Divaniye
ديوانيّه مع قبيلۀ خُزاعِل شاميّه,Divaniye maa Kabile-i Hazail ve Şamiye
ديوركى,Divriği
ديوركى و درنده,Divriği ve Darende
ديوركي,Divriği
ديوريكى,Divriği
ديوريكى مع اشدى,Divriği maa Nahiye-i Aşudi
ديوريكي,Divriği
ديوريگى مع نواحى,Divriği maa Nevahi
ديوزناو (؟),Deyuznav (?)
ديوله,Divle
ديوله مع قريش,Divle maa Kureyş
ديويركي و درنده,Divriği (Diviriği) ve Darende
ديپ چونغار,Dipçongar
ديچمه,Diçme
ديچمه و كليس,Diçme ve Klis
دَاخِلْ مع سُلَيْمَانْ,Dahil maa Süleyman
دَرْنَه,Derne
دَلوْ,Delev
دَليم,Düleym
دَلِيم مع قلعة الرَّمادى,Düleym (Delim) maa Kaletürramadi
دَمَنْهور,Demenhur
دَمَنْهُور,Demenhur
دَوْرِمَلِك,Devr-i Melik
دُجيل,Düceyl
دُرَيب ثلثِ عكّار,Düreyb [maa] Sülüs-i Akkar
دُعَيْجى مع بور,Duayci maa Bur
دُوقه كين,Dukakin
دِمِشق,Dımışk
دپه دلن,Tepedelen
دچانى,Deçani
دڭزلى,Denizli
دڭك كسكين,Dinekkeskin
دگرمنلك,Değirmenlik
ذات عراق,Zat-ı Irak
ذافنس,Zafnis
ذالنون اباد,Zünnunabad
ذاماستا,Zamasta
ذرذنه,Zerzene
ذغنوس,Zağnos
ذلحوه,Zilehova
ذلخدير,Zalhadir
ذلخوه,Zilehova
ذمار,Zamar
ذمون,Zemun
ذنقو,Zinkov
ذنك آباد,Zengabad
ذو النون آباد,Zünnunabad
ذو النون اباد,Zünnunabad
ذو النّون آباد,Zünnunabad
ذوالقدريه,Zülkadriye
ذوالنون اباد,Zünnunabad
ذيشراق,Zişarak
ذيلان,Zilan
رأس العين,Resülayn
رأس مسندم,Res-i Müsendem
را نسته,Raniste
رابطه,Rabıta
رابغ,Rabiğ
راحوه,Rahova
راحوه مع جبره,Rahova maa Cibre
راحووا,Rahova
راحويجه,Rahoviçe
رادوشته,Radovişte
رادومير,Radomir
رادومير مع سرشك,Radomir maa Sirişnik (Sirşik)
رادونه,Radovine
رادوهنه,Radohine
رادوويز,Radoviz
رادويز,Radoviz
رادويشته,Radovişte
رادوينه,Radovine
رادويچقا,Radoviçka
رادوپوليه,Radopolye
رادى,Radi
رازلق,Razlık
راس السير,Resüsseyr
راس العين,Resülayn
راس رواعي,Res-i Revai
راس قسم,Res-i Kusum
راسوه,Rasova
راشديه,Raşidiye
راشيّا,Raşeyya
راغوز,Rogoz
رافتى,Rafti
راقتنچه,Rakitniçe
راقه,Rakka
راكوينه,Ragevine
رام الله,Ramallah
رامشكان,Rameşkan
رامه,Rama
رانيه,Raniye
راوندان,Ravendan
راونه ريقا,Ravnarika
راونه ريقه,Ravnarika
راونيچه,Ravaniçe
راچه,Raça
رباط,Ribat
ربط,Rabat
ربنق,Ribnik
رج,Reç
رجال المع,Ricalülma
رجومه,Racuma
رحاليه,Rehhaliye
رحبه,Rahbe
رحوه,Rahova
ردوان,Rıdvan
ردوس كهنه,Rodos-ı Köhne
ردوسجق,Rodoscuk
رزى,Rezi
رسان,Risan
رساوه,Resava
رستما,Restema
رستما و عين و مشيم بيت ابو علوان و توابعه (؟),Restema ve Ayn ve Meşim Beyt-i Ebuulvane ve tevabiihi
رستوميت,Rastomit
رسلج,Reselec
رسمو جزيره سى,Resmo Ceziresi
رسنه,Resne
رسوه,Resava
رسيجه,Rasice
رشكوتان,Reşkotan
رشمل,Rişmil
رشنگان,Reşkotan (Reşengan (?))
رشوانى عشيرتى,Rişvani Aşireti
رشى,Reşi
رشيد,Reşid
رشيد مع بورلوس,Reşid maa Burulus
رضائيه,Rızaiye
رضوان,Rıdvan
رضوانيه,Rıdvaniye
رغام,Rogam
رفيعات,Refiat
رق الحاجى,Rukkulhacı
رقاش,Rikaş
رقه لر,Rakalar
رقّه,Rakka
ركا,Rika
ركينه,Rekine
رماحيه,Rumahiye
رماهيه,Rumahiye
رمته,Remte
رمشت,Remeşt
رمضان,Ramazan
رمله,Remle
رمنيق مع فوقشان,Rimnik maa Fokşan
رندسته,Rindiste
رندسيه,Rendesye
رنى,Rini
ره اونيون,Reuniyon
ره نسته,Raniste
ره پى,Repi
رهباط,Rehbat
رهبه,Rahbe
روان,Revan
روان سر,Revanser
رواندز,Revandiz
روانديز,Revandiz
رواندِز,Revandiz
روانيچه,Ravaniçe
رواى واديء خوبان,Reva-yı Vadi-i Huban
روبجوز,Rupçoz
روبچوز,Rupçoz
روج الغربى,Rucülgarbi
رودبار,Rudbar
رودنه,Rudine
رودنيك,Rudnik
روده,Rude
رودوس كهنه,Rodos-ı Köhne
رودينه,Rudine
روس قصرى,Rusikasrı
روس مملكتي,Rus Memleketi
روسجق,Ruscuk
روسجق مع نواحى,Ruscuk maa Nevahi
روسى قسرى,Rusikasrı
روسى قصرى,Rusikasrı
روسي قصري,Rusikasrı
روسيقصرى,Rusikasrı
روشدن,Roşden
روشقو پوليه,Roşkopolye
روطان,Rutan
روغاتجه / چلبى بازار,"Rogatiçe, Çelebipazar"
روغاتيچه,Rogatice
روغام,Rogam
روغوز,Rogoz
روغوه,Rugova
روفالو,Rufalo
روفوسا,Rofusa
روفوسه,Rofusa
روم,Rum
روم ايلئ شرقى,Rumeli-i Şarki
روم ايلى,Rumeli
روم ايلى فنارى,Rumelifeneri
روم ايلي,Rumeli
روم حديث,Rum-ı Hadis
روم قلعه,Rumkale
روم قلعه قائممقاملغى,Rumkale
روماهيه,Rumahiye
رومناچى,Rumnaçi
رومه,Ruma
رومى,Rumi
رومى و اشنو,Rumi ve Uşni
رومي,Rumi
روميه,Rumiye
رومْ,Rum
روندك,Revanduk
روينه,Rovine
روپوز,Ropoz
ريحانيه,Reyhaniye
ريحانيّه,Reyhaniye
ريده,Reyde
ريزان,Rizan
ريزه,Rize
ريزه مع مپاورى و باطرى و قراى و آندرى,Rize maa Mapavri ve Batırı ve Kura-yı Seba (Kuray) ve Andrı
ريزه و ماپا ورى,Rize ve Mapavri
ريزو مع منوفاج,Rizo ve Monofaç
ريزو و منوفاچ,Rizo ve Monofaç
ريشه,Rişe
ريقاش,Rikaş
ريم سج,Rimesec
ريم صونباط,Rimesonbat
ريمه صونباط,Rimesonbat
ريناسا,Rinasa
ريناسه,Rinasa
ريوه,Riva
رييول,Riyol
رَشيد,Reşid
رَشِيد مع بُرلُوس,Reşid maa Burulus
رَوَا,Reva
رُومِيَّه,Rumiye
رُومْ ايلى,Rumeli
رچ مع لوهه,Reç maa Luhe
رچيچه,Reçiçe
ز يارت,Ziyaret
زاب اسفل,Zab-ı Esfel
زاب الاعلا,Zabülala
زابرديه,Zabırdiye
زابوت,Zabut
زابويانه,Zaboyana
زاجسنه,Zaçesne
زاجو,Zaho
زاحو,Zaho
زاخو,Zaho
زادريمه,Zadrime
زادريمه مع رغام,Zadrime maa Rogam
زار,Zar
زارده مع لش,Zadrime (Zarde) maa Leş
زارزبيل,Zarzebil
زارشاد,Zaruşad
زارناته,Zarnata
زاره عمرانيه,Zara İmraniye
زارو,Zaro
زاروشاد,Zaruşad
زارى,Zarı
زارّس,Zarris
زاز,Zaz
زاطنوس,Zatnos
زاغرلاته,Zagırlata
زاغرلته,Zagırlata
زاغه,Zaga
زاغور,Zagor
زاغوره,Zagora
زاغوزد,Zagozd
زاقان,Zakan
زاقه,Zaka
زاقوس,Zakos
زاله جو,Zallecev
زانته,Zanta
زانزور,Zanzur
