osmanlica,transkripsiyon
ترليس,Terlis
ترليه,Tirilye
ترمشى,Termişi
ترمه مع آقچاى,Terme maa Akçay
ترمه مع ايواجق,Terme maa Ayvacık
ترمه و اقچاى,Terme ve Akçay
ترميه,Termiye
تره بتين,Trebetin
تره بيشته,Trebişte
تره بين,Trebin
تره پوليچه,Trepoliçe
ترهونه,Tarhuna
تروبوشتيچه,Troboştiçe
ترودوس,Trodos
تريا ماوراودنا,Triya Mavravodina
تريا ماورومنا,Triya Mavravodina (Triya Mavromina)
تريا نيسيا,Triyanisiya
ترياليد,Tiryalid
تريانده,Tiryanda
تريسونيا,Trisonya
تريغراد,Trigrad
تريكان,Terikan
تريكه رى,Trikeri
ترينس,Tirins
ترييا ماوراودنا,Triya Mavravodina
ترييانيزا,Tiriyaniza
ترييانيسيا,Triyanisiya
ترييو,Triyo
ترپتنسى,Tripitinisi
تزنه دره سى,Tezenederesi
تساليان اطه اطه لرى,Teselyan Adaları
تستور,Testur
تسيق,Tasık
تشنه,Teşene
تشنه مع زنجيه,Teşene maa Jepçe (Zenciye)
تشنه مع زيچه,Teşene maa Jepçe (Ziçe)
تشنه مع قصبۀ زبجه,Teşene maa Kasaba-i Jepçe (Zebçe)
تشوار,Tişuvar
تعز,Taiz
تفريش,Tefriş
تفل,Tefel
تفلح,Tüflah
تفلس,Tiflis
تفليس,Tiflis
تفن مع سيروز,Tefenni maa Siroz
تفنى,Tefenni
تفنى مع سيروز,Tefenni maa Siroz
تقورى,Takuri
تكاك,Teğek
تكرى ويرمش,Tanrıvermiş
تكريت,Tikrit
تكفور طاغى,Tekfurdağı
تكفور طاغى مع ويزه,Tekfurdağı maa Vize
تكفور گولى,Tekfurgölü
تكفورصيان,Tekfursayan
تكفورطاغى,Tekfurdağı
تكفوركولى,Tekfurgölü
تكمان,Tekman
تكه لو,Tekeli
تكه لو مع كولك,Tekeli maa Gülek
تكه لو مع گولك,Tekeli maa Gülek
تكه لى,Tekeli
تكه مع علائيه,Teke maa Alaiye
تكه مع قاش,Teke maa Kaş
تكه وانطاليه,Teke ve Antalya
تكوج,Tekuc
تكورطاغى,Tekfurdağı
تكوش,Tikveş
تكوه ش,Tikveş
تكير طاغى,Tekfurdağı
تكيرطاغى,Tekfurdağı (Tekirdağı)
تكيه,Tekye
تل كلخ,Telkelah
تلاح صغير,Tallah-ı Sagir
تلاح كبير,Tallah-ı Kebir
تلاس,Talas
تلاص,Talas
تلبسم,Telbesim
تلبشار,Tilbeşar
تلعفر,Telafer
تلغراف,Telgraf
تلمسان,Tilemsan
تلمو,Tilmo
تلندوس,Telendos
تله پولى,Telepoli
تلين,Telin
تلچاق,Telçak
تمان,Taman
تمد,Temed
تمرزلر,Temrezler
تمرزلر و حيدرلر,Temrezler ve Haydarlar
تمرك,Temrük
تمزره,Tamzara
تمنار,Temnar
تمنس,Temenos
تمنوس,Temenos
تمنين تحتا,Temnin-i Tahta
تمور حصار,Timurhisar
تمورجى بازارى,Demircipazarı
تمورحصار,Timurhisar
تمورينچه,Timurinçe
تموق,Timok
تموك و اقچه قلعه و يره مدكى و پازارجق و طاش بولاق (؟),Tümük ve Akçakale ve Yeremudki (?) ve Pazarcık ve Taşbulak
تموم,Temum
تمونشته,Tomonişte
تميناكى,Teminaki
تن دره,Tendere
تندره,Tendere
تندوس,Tenedos
تنس,Tunus
تنكين,Tengin
تنوره,Tenure
تنورين,Tennurin
تنوس,Tonus
تنومه,Tenume
ته بوربا,Teburba
ته ته ون,Teteven
تهميه,Tehmiye (?)
تهومير,Tihomir
تهون,Tihon
تواتل و مخوب,Tevatil ve Mahub
توت واردى,Totvaradi
توترقان,Tutrakan
توتروقان,Tutrakan
توتنچه,Tutniçe
توتيك,Tutik
توحت,Tuht
توحما,Tuhma
توخت,Tuht
توراكلو,Tozanlı
توران,Turan
تورانلى,Turanlı
تورتم,Tortum
تورتوم,Tortum
تورجان,Turcan
تورحال,Turhal
تورخال,Turhal
تورخال مع قاز اباد,Turhal maa Kazabad
تورش,Turuş
تورغود,Turgud (?)
تورك طغانجه,Türkdoğanca
توركنلر,Türkenler
توركنلر مع زكم عليا,Türkenler maa Zegem-i Ulya
تورنك,Türnük
تورنوك,Türnük
تورنيك,Türnük
توروش,Turuş
توروشقه,Toroşka
توريچانى,Toriçani
توزاكلو,Tozanlı
توزاكلى,Tozanlı
توزانلو,Tozanlı
توزاڭلى,Tozanlı
توزلق,Tuzluk
توطاش,Tutaş
توغلر,Tuğlar
توفير (؟),Tufir (?)
توفيقيه,Tevfikiye
توقات,Tokat
توقاد,Tokat (Tokad)
توقاد مع توزاكلى,Tokat (Tokad) maa Tozanlı
توقاد مع دونكسه اباد ومجيداوزى,Tokat (Tokad) maa Dönekseabad ve Mecidözü
توقاد مع ناحيۀ قومنات و كافرنى و توزاكلى,Tokat (Tokad) maa Nahiye-i Komenat ve Kafirni ve Tozanlı
توقاد و سيواس,Tokad ve Sivas
توقار چاى,Tokarçay
توقاريس,Tokaris
توقاى,Tokay
توقيع,Tevki
توكوچه (؟),Tüküçe (?)
تولجه,Tulca
تولنه,Tolna
تولون,Tolon
تومانس,Tomanis
تومك,Tümük
توند,Tond
توى,Toy
توي,Toy
تويردوش,Tıvırdoş
توپولنيچه,Topolniçe
توپولنچه,Topolniçe
توپولونيك,Topolovnik
توپوليانى,Topolyani
تيتل,Titel
تيران,Tiran
تيران مع اقحصار,Tiran maa Akhisar
تيران مع اقچه حصار,Tiran maa Akçahisar
تيرك,Tirek
تيره,Tire
تيره بولى,Tirebolu
تيره بولى مع كورتون,Tirebolu maa Kürtün
تيره بين,Trebin
تيزمند,Tizmend
تيزيوزو,Tizivuzu
تيسه,Tisa
تيسه ويرشان,Tisevirşan
تيكريت,Tikrit
تيكوش,Tikveş
تيل طاوى,Nil (Tiltavi (?))
تيلاوه,Tilava
تيلج,Tilic (?)
تيلو,Tilos (Tilo)
تيليا,Tilya
تيما,Tima
تيمار,Timar
تيمار صرچه لى,Timar-ı Sırçalı
تيموجي حسنلو,Demircihasanlı
تيمور حصار,Timurhisar
تيمور شير,Timurşir
تيموران,Timuran
تيمورجئ صاروخان,Demirci-i Saruhan (Timurci-i Saruhan)
تيمورجه ويرن,Demirceviran
تيمورجى,Timurci
تيمورجيلى و اقچه قيونلى,Demircili (Timurculu) ve Akçakoyunlu
تيمورحصار,Timurhisar
تيمورطاش,Demirtaş
تيمورقپو,Demirkapı
تيمورنجه,Timurinçe
تيمورنچه,Timurinçe
تيمورينچه,Timurinçe
تيموق,Timok
تينه,Tinah
تينوس,Tinos
تيونس,Tiyonis
تَارْخوُنَه,Tarhuna
تَاوُرْغَه,Tavurga
تَدمُرْ,Tedmür
تَرجان عُلْيَا,Tercan-ı Ulya
تَرْجيل,Tercil
تَرْهُونه,Tarhuna
تَرْهُونَه,Tarhuna
تَمَنوس,Temenos
تُورْتُومْ,Tortum
تُونُس,Tunus
تِرْحَالَه,Tırhala
تپه,Tepe
تپه خان,Tepehan
تپه دلن,Tepedelen
تپه سى دلك,Tepesidelik
تپولنچه,Topolniçe
ثابت,Sabit
ثلث عكار,Sülüs-i Akkar
ثلث كوره,Sülüs-i Küre
ثلثان كوره,Sülüsan-ı Küre
ثور,Sevr
ثيغانى,Sigani
ثيلمو,Tilmo
جاجقه,Çaçaka
جاجوينه,Çaçvine
جارسنجاق,Çarsancak
جاروه,Carva
جاسم,Casim
جاف عشائرى,Caf Aşairi
جافاتين,Cafatin
جاك,Çan
جال,Çal
جالو,Calu
جاليجه,Çalıca
جامستل,Camustil
جامع ابراهم پاشا,Cami-i İbrahimpaşa
جامع اياصوفيه,Cami-i Ayasofya
جامع داود پاشا,Cami-i Davudpaşa
جامع سلطان بايزيد خان,Cami-i Sultanbayezidhan
جامع سلطان سليم خان,Cami-i Sultanselimhan
جامع سلطان محمد خان,Cami-i Sultanmehmedhan
جامع على پاشا,Cami-i Alipaşa
جاملجه لر,Çamlıcalar
جاملى بل,Çamlıbel
جامليجه,Çamlıca
جاموستل,Camustil
جاموستل مع بولانق و شكر اوبه سى,Camustil maa Bulanık ve Şekerobası
جاموستيل,Camustil
جان فدا,Canfeda
جانب الصرت و قصر,Canibüssırt ve Kasr
جانب الصِرتْ و قَصْر,Canibüssırt ve Kasr
جانب شهر,Canib-i Şehr
جانب عربان شرق,Canib-i Urban-ı Şark
جانب عربان غرب,Canib-i Urban-ı Garb
جانباز,Canbaz
جانجكه,Canciğe
جانجه,Canca
جاندارلو,Çandarlı
جاندارلى,Çandarlı
جانلى,Çanlı
جانوس,Canus
جانيك,Canik
جانيك قواق,Canik Kavak
جانيك كول,Canik-i Göl
جانيك مع نظارت كندز,Canik maa Nezaret-i Gündüz
جاى,Çay
جاى حصار,Çayhisar
جاى قيو,Çaykuyu
جايم,Cayim
جاينجه,Çayniçe
جب آبّلات,Cübb-i Abbelat
جبارات,Cebbarat
جبارى,Cibari
جباع,Ciba
جباقجور,Çapakçur
جباقچور,Çapakçur
جبال,Cubal
جبال تير,Cebel-i Teyr
جبانس,Cabanis
جبة العسال,Cübbetülassal
جبرشن,Ceberşin
جبره,Cibre
جبرين,Cebrin
جبقجور,Çapakçur
جبل,Cebel
جبل احمر,Cebel-i Ahmer
جبل ادهميه,Cebel-i Edhemiye
جبل اربعه,Cebel-i Erbaa
جبل ارجيس,Cebel-i Erciyes
جبل اعلا,Cebel-i Ala
جبل اقراع,Cebel-i Akra
جبل اقرع,Cebel-i Akra
جبل اكراد,Cebel-i Ekrad
جبل الشيخ,Cebelüşşeyh
جبل باريشه مع خلقه لر,Barişa (Cebel-i Barişa) maa Halkalar
جبل بركت,Cebel-i Bereket
جبل بكر,Cebel-i Buker
جبل بنى عليم,Cebel-i Benialim
جبل بو كر,Cebel-i Buker
جبل تير,Cebel-i Teyr
جبل جرد,Cebel-i Cürd
جبل جسر,Cebel-i Cisr
جبل جن,Cebel-i Cin
جبل حبش,Cebel-i Habeş
جبل حفاش,Cebel-i Hufaş
جبل حفش,Cebel-i Hufaş
جبل حمرين,Cebel-i Hamrin
جبل حميده,Cebel-i Hamide
جبل حميص,Cebel-i Hamis
جبل حوران,Cebel-i Havran
جبل حوله,Cebel-i Hula
جبل خوت,Cebel-i Hot
جبل درزى,Cebel-i Dürzi
جبل دمعراض,Cebel-i Demaraz
جبل ريحان,Cebel-i Reyhan
جبل ريمه,Cebel-i Reyme
جبل زوكور,Cebel-i Zukur
جبل سانين,Cebel-i Sannin
جبل سماق,Cebel-i Summak
جبل سمعان,Cebel-i Seman
جبل سمعان حانطومان,Cebel-i Seman
جبل سمّاق,Cebel-i Summak
جبل شامى,Cebel-i Şami
جبل شرقى,Cebel-i Şarki
جبل شمعان مع شروانلو,Cebel-i Seman (Şeman) maa Şirvanlı
جبل صبيار,Cebel-i Sabyar
جبل طور,Cebel-i Tur
جبل عامله,Cebel-i Amile
جبل عبد العزيز,Cebel-i Abdülaziz
جبل عتيق,Cebel-i Atik
جبل على,Cebel-i Ali
جبل غربيه,Cebel-i Garbiye
جبل قبلى,Cebel-i Kıbli
جبل قدس,Cebel-i Kudüs
جبل قصير,Cebel-i Kusayr
جبل قطه,Cebel-i Kuta
جبل قلمون,Cebel-i Kalemun
جبل قوزان,Cebel-i Kozan
جبل كسروان,Cebel-i Kisrevan
جبل كسروان و الجردين,Cebel-i Kisrevan ve'l-Cürdeyn
جبل كسروانين و الحرادين,Cebel-i Kisrevaneyn ve'l-Harradin
جبل كلبيه,Cebel-i Kelbiye
جبل لبنان,Cebel-i Lübnan
جبل محمد,Cebel-i Muhammed
جبل محمل,Cebel-i Muhammel
جبل مريس,Cebel-i Murays
جبل مع عشيرت بوله جلى,Cebel maa Aşiret-i Bulacalı
جبل ملحان,Cebel-i Milhan
جبل موسى,Cebel-i Musa
جبل نصارا,Cebel-i Nasara
جبل نصيرى,Cebel-i Nusayri
جبل و الوس,Cübbe (Cebel) ve Alus
جبل و ترسيحا,Cebel ve Terşiha
جبل و ترشيحا,Cebel ve Terşiha
جبله,Cebele
جبلى,Cebeli
جبلِ غربيه,Cebel-i Garbiye
جبن,Cübün
جبه,Cübbe
جبه الوس,Cübbe [ve] Alus
جبه و الوس,Cübbe ve Alus
جبه والوس,Cübbe ve Alus
جبهة على,Cebhetü Ali
جبور و ابو سليمان و حديدى و گرگرى,Cebur ve Ebusüleyman ve Hadidi ve Gergeri
جبول,Cebbul
جبول و باب و منبج,Cebbul ve Bab ve Menbic
جبيل,Cübeyl
جبيل اسكله سى,Cübeyliskelesi
جبيل عليا,Cübeyl-i Ulya
جبيله,Cübeyle
جبّة البشرى مع توابع,Cübbetülbeşera maa tevabi
جبّه,Cübbe
جتال برغوس,Çatalbergos
جتالجه,Çatalca
جترليك,Çetirlik
ججرك,Çeçerek
ججك طاغى,Çiçekdağı
جدابيه,Cidabiye
جدري,Cederi
جديد,Cedid
جديد اندرونئ سيواس,Cedid Enderuni-i Sivas (?)
جديده,Cedide
جدّه,Cidde
جرءالعلفه,Cerrilalife
جراب,Cürab
جرباز,Cirbaz
جربان,Çırpan
جربه,Cerbe
جربو عيه,Cerbuiye
جربوعيه,Cerbuiye
جرجا,Circa
جرجر,Cercer
جرجه,Circa
جرد,Cürd
جرد جنوبى,Cürd-i Cenubi
جرد شمالى,Cürd-i Şimali
جرد كسروان,Cürd-i Kisrevan
جرش,Cereş
جركش,Çerkeş
جرم الكوع,Cermülku
جرمك,Çermik
جرمن,Çirmen
جرمياذو,Çermiyazo
جرميك,Çermik
جرنه رقه,Çernereka
جرنوى,Çernovi
جرنيك,Çernik
جره,Cerre (?)
جره ويك,Çerevik
جرونه,Cerovina
جزآير,Cezayir
جزائر بحر سفيد,Cezayir-i Bahr-i Sefid
جزائراثنا عشر,Cezayir-i İsna Aşer
جزائراثنى عشر,Cezayir-i İsna Aşer
جزائرسبعه,Cezayir-i Seba
جزان,Cizan
جزان و فرسان,Cizan ve Ferasan
جزاير,Cezayir
جزاير بحر سفيد,Cezayir-i Bahr-i Sefid
جزاير بوّارين و مصطفاعيه و لافيه و العين,Cezayir-i Bevvarin ve Mustafaiye ve Lafiye ve el-Ayn
جزاير جديد,Cezayir-i Cedid
جزاير غرب,Cezayir-i Garb
جزاير و قپودانلق دريا,Cezayir ve Kapudanlık-ı Derya
جزايربحرسفيد,Cezayir-i Bahr-i Sefid
جزره,Cizre
جزيره,Cezire
جزيرۀ عليا,Cezire-i Ulya
جزيرۀ قاتوقصري,Cezire-i Katokasrı
جزيرۀ كسندره و معدن سيدروقافسى,Kesendire (Cezire-i Kesendire) ve Maden-i Sidrekapsi (Maden-i Sidirokafsi)
جزيرۀ كوچك,Cezire-i Küçük
جزيرۀكبير,Cezire-i Kebir
جزين,Cezzin
جزيين,Cezzin
جسان,Cessan
جسان و بدره,Cessan ve Bedre
جسر,Cisr
جسر شغور مع ناحيۀ دركوش و اردو,Şugur (Cisr-i Şugur) maa Nahiye-i Derkuş ve Ordu
جسر چاشنيگير,Cisr-i Çaşnigir
جسرصاحب,Cisr-i Sahib
جسّان,Cessan
جشمه,Çeşme
جصان,Cessan
جعفري,Caferi
جعفريه,Caferiye
جغا,Çağa
جغلايق مع صارى جاير,Çağlayık maa Sarışaban (Sarıçayır)
جفاتين,Cafatin
جفاره,Cifare
جفته,Çifte
جفتين,Cafatin
جفر,Cefr
جقورجاق,Çukurcak
جكده,Ceğde
جكر دلن,Ciğerdelen
جكلنه,Çiğlene
جكمجه صغير,Çekmece-i Sagir
جكمجه كبير,Çekmece-i Kebir
جكمجۀ صغير,Çekmece-i Sagir
جكمجۀ كبير,Çekmece-i Kebir
جلاب,Cülab
جلاره,Cilara
جلالى,Celali
جلالى و خيدرانلو و زيلانلو,Celali ve Haydaranlı ve Zilanlı
جلانكر,Cilanger
جلاير,Celayir
جلبرد,Çelaberd
جلبلى,Celebli
جلبوغاز,Çilboğaz
جلبى بازارى,Çelebipazarı
جلبيلر,Çelebiler
جله برد,Çelaberd
جلوۀ عليا جلوۀ سفلا,Cilo-i Ulya Cilo-i Süfla
جليكانلى,Çelikanlı
جليما,Cilima
جم,Çem
جم جمال,Cemcemal
جمادانلى,Cemadanlı
جماسه,Cemmase
جماسيه,Cemmase
جماش,Çamaş
جماعت شهدلو,Cemaat-i Şehidli
جماعين,Cemmain
جماعين اول,Cemmain-i Evvel
جماعين ثانى,Cemmain-i Sani
جماعين ناحيتى,Cemmainnahiyeti
جماله,Cemale
جمجمال,Cemcemal
جمرنيك,Çemernik
جمشكزك,Çemişgezek
جمعه,Cuma
جمعه آباد,Cumaabad
جمعه اباد,Cumaabad
جمعه لو,Cumalı
جمعه لى,Cumalı
جمعه چاى,Cumaçay
جمعۀ بالا,Cuma-i Bala
جمماسه,Cemmase
جميل بك,Cemilbey
جمين,Cimin
جمّاسه,Cemmase
جمّاسَه,Cemmase
جمّاعين,Cemmain
جنابة,Cennabe
جناد,Çanad
جنان,Canan
جنبى,Cinbi
جنت آباد,Cennetabad
جنجفه,Cincife
جنجكه,Cenciğe
جنداوغلى,Çendoğlu
جنس,Cinis
جنكانه,Çingane
جنكرلى,Çengerli
جنكه,Çinge
جنكوش,Çüngüş
جنكوله,Cengula
جنوب,Cenub
جنويز ولايتي,Ceneviz Vilayeti
جنيس,Cinis
جنين,Cenin
جنين عطا قولنه,Cenin Atakulna (?)
جنينه,Cüneyne
جنيه,Cünye
جهارشنبه,Çarşamba
جهان بك,Cihanbey
جهان بكلى,Cihanbeyli
جهانبكلى,Cihanbeyli
جهانبگلو,Cihanbeyli
جهران,Cehran
جهرين,Çehrin
جهود قلعه سى,Cuhudkalesi
جواد,Cevad
جوارق,Civarık
جوارى,Cevari
جوازر,Cevazir
جوازير,Cevazir
جوازير و اشتفه طرۀ ال حناح وقصر حور ومحمر فرد بطن (؟),Cevazir ve İştifa ve Turra-i Al-i Cenah ve Kasr-ı Hur ve Muhammer ve Rubatın (Ferd-i Batın)
جوازير و اشفه طره ال حناح وقصر حور ومحمر و روبطن (؟),Cevazir ve İştifa (İşfa) [ve] Turra-i Al-i Cenah ve Kasr-ı Hur ve Muhammer ve Rubatın
جوانرود,Cevanrud
جوباس,Cubas
جوبال,Cubal
جودى,Cudi
جورجيو,Corciyo
جورس,Coras
جورلى,Çorlu
جورم,Çorum
جورم كوردى,Çorumkürdü
جوره,Cora
جوره كى,Çöreği
جوز دره سى,Cevizderesi
جوزلك,Cevizlik
جوستان,Custan
جوف,Cuf
جوكه,Çöke
جولاب,Cülab
جوم,Cum
جومه ثلثِ عكّار,Cume [maa] Sülüs-i Akkar
جون,Cun
جوندورون,Condoron
جونكش,Çüngüş
جونيه,Cünye
جويز دره سى,Cevizderesi
جويز دره سى و فنارس و افراز و اونيه و چوره كى,Cevizderesi ve Fenaris ve İfraz ve Ünye ve Çöreği
جويزلك,Cevizlik
جويزلى,Cevizli (?)
جيحان,Ceyhan
جيده,Cide
جيده در اسكلۀ كيدوس,Cide der-İskele-i Kidos
جيرقان,Çırkan
جيرود,Ceyrud
جيزان,Cizan
جيزه,Cize
جيزه و طبريه,Cize-i Safed (Cize) ve Taberiye
جيزۀ صفد,Cize-i Safed
جيلوانا,Cilvana
جيمين,Cimin
جَرْبَه,Cerbe
جَعْفَرِيّه,Caferiye
جَغاوَه,Cağave
جُدَيده,Cüdeyde
جِرِيدْ,Cerid
جِزَه,Cize
جِفَارَه,Cifare
حابور,Habur
حاجلر,Hacılar
حاجى احمدلو,Hacıahmedli
حاجى الياس,Hacıilyas
حاجى اوغلى بازارى,Hacıoğlupazarı
حاجى بكتاش,Hacıbektaş
حاجى بكتاش مع مجور,Hacıbektaş maa Mucur
حاجى بكتاش مع يوزده جيان,Hacıbektaş maa Yüzdeciyan
حاجى بكطاش,Hacıbektaş
حاجى بهرام,Hacıbehram
حاجى بهرام مع نواحى,Hacıbehram maa Nevahi
حاجى حمزه,Hacıhamza
حاجى خليل,Hacıhalil
حاجى شيخ,Hacışeyh
حاجى عمر بك,Hacıömerbey
حاجى فياض,Hacıfeyyaz
حاجى قره,Hacıkara
حاجى لى,Hacılı
حاجى يوزغاد,Hacıyozgad
حاجي شيخ,Hacışeyh
حاجيلر,Hacılar
حاجيلر و توابعى,Hacılar ve Tevabii
حاجيلو,Hacılı
حاجين,Haçin
حارثه,Harise
حارس,Haris
حارشان,Harşan
حارشد,Harşid
حارف,Harif
حارم,Harim
حارمل,Harmil
حارون,Harun
حاريم,Harim
حاريم و خلقه,Harim ve Halaka
حاسكى,Hasiki
حاسه,Hassa
حاسه مع درسه,Hassa maa Durse
حاسيا,Hasiye
حاص,Has
حاصبيا,Hasbeyya
حاصلرمع قرجوه,Haslar maa Kraçova
حاصْبَيا,Hasbeyya
حاطهاز,Hathaz
حافصه,Havsa (Hafsa)
حافك,Hafik
حافيق,Hafik
حافيك,Hafik
حاكيف,Hakif
حاكپونيزيا,Hakiponiziya
حالة المبرز,Haletülmüberriz
حالة دلمه,Halet Dalma
حالت دلمه,Halet Dalma
حالد,Halid
حالقونيسى,Halkonisi
حالول,Halul
