osmanlica,transkripsiyon
جبل جيش,Cebel-i Habeş/Cebel-i Ceyş
جبل حبيش,Cebel-i Habeş/Cebel-i Hubeyş
حبيش,Cebel-i Habeş/Hubeyş
جبل حميده,Cebel-i Hamide
جبل حمرين,Cebel-i Hamrin
جبل حوران,Cebel-i Havran
جبل خوت,Cebel-i Hot
جبل حفاش,Cebel-i Hufaş
جبل حفش,Cebel-i Hufaş
جبل حوله,Cebel-i Hula
جبل كلبيه,Cebel-i Kelbiye
جبل قبلى,Cebel-i Kıbli
جبل كسروان,Cebel-i Kisrevan
جبل كسروان,Cebel-i Kisrevan
جبل كسروان و الجردين,Cebel-i Kisrevan ve'l-Cürdeyn
جبل كسروانين و الحرادين,Cebel-i Kisrevaneyn ve'l-Harradin
جبل قوزان,Cebel-i Kozan
قرص جبل,Cebel-i Kozan/Kars Cebel
جبل قدس,Cebel-i Kudüs
جبل قصير,Cebel-i Kusayr
قصير مع قره موط,Cebel-i Kusayr (Kusayr) maa Karamut
قصير,Cebel-i Kusayr/Kusayr
قصره,Cebel-i Kusayr/Kusra
جبل قطه,Cebel-i Kuta
جبل لبنان,Cebel-i Lübnan
جبل لبنان,Cebel-i Lübnan/Garbi Lübnan
لبنان طاغي,Cebel-i Lübnan/Lübnan Dağı
جبل ملحان,Cebel-i Milhan
جبل محمد,Cebel-i Muhammed
جبل محمل,Cebel-i Muhammel
جبل موسى,Cebel-i Musa
جبل نصارا,Cebel-i Nasara
جبل نصيرى,Cebel-i Nusayri
جبل ريحان,Cebel-i Reyhan
جبل الريحان,Cebel-i Reyhan/Cebelürreyhan
جبل ريمه,Cebel-i Reyme
جبل صبيار,Cebel-i Sabyar
جبل سانين,Cebel-i Sannin
جبل سانتين,Cebel-i Sannin/Cebel-i Santeyn
جبل سمعان,Cebel-i Seman
جبل سمعان حانطومان,Cebel-i Seman
جبل سمعان,Cebel-i Seman
جبل سمعان,Cebel-i Seman
جبل شمعان مع شروانلو,Cebel-i Seman (Şeman) maa Şirvanlı
سمعان,Cebel-i Seman/Seman
جبل سمّاق,Cebel-i Summak
جبل سماق,Cebel-i Summak
جبل شامى,Cebel-i Şami
شامى,Cebel-i Şami/Şami
جبل شرقى,Cebel-i Şarki
جبل شرق,Cebel-i Şarki/Cebel-i Şark
جبل الشرق,Cebel-i Şarki/Cebelüşşark
جبال تير,Cebel-i Teyr
جبل تير,Cebel-i Teyr
جبل طور,Cebel-i Tur
جبل زوكور,Cebel-i Zukur
جبل سقور,Cebel-i Zukur/Cebel-i Sukur
روقبا,Cebel-i Zukur/Rukba
بلكۀ جبل,Cebel/Bölge-i Cebel
بولكۀ جبل,Cebel/Bölge-i Cebel
چپل,Cebel/Çepel
جبله,Cebele
جبله,Cebele
جبليه,Cebele/Cebeliye
جبليّه,Cebele/Cebeliyye
جبلى,Cebeli
جبل الشيخ,Cebelüşşeyh
جبرشن,Ceberşin
جبهة على,Cebhetü Ali
جبرين,Cebrin
جبور و ابو سليمان و حديدى و گرگرى,Cebur ve Ebusüleyman ve Hadidi ve Gergeri
جدري,Cederi
جديد,Cedid
جديد اندرونئ سيواس,Cedid Enderuni-i Sivas (?)
يكى كوى,Cedid/Yeniköy
جفر,Cefr
جعفر,Cefr/Cafer
جكده,Ceğde
جهران,Cehran
جلالى,Celali
جلالى و خيدرانلو و زيلانلو,Celali ve Haydaranlı ve Zilanlı
جلالى عشيرتى,Celali/Celali Aşireti
جلاير,Celayir
جلبلى,Celebli
جلبلى,Celebli
جماعت شهدلو,Cemaat-i Şehidli
جمادانلى,Cemadanlı
جمادتلو عشيرتى,Cemadanlı/Cemadetli Aşireti
جماله,Cemale
جم جمال,Cemcemal
جمجمال,Cemcemal
جميل بك,Cemilbey
جماعين,Cemmain
جمّاعين,Cemmain
جماعين اول,Cemmain-i Evvel
جماعين ثانى,Cemmain-i Sani
جماعين ناحيتى,Cemmainnahiyeti
جمّاسه,Cemmase
جمماسه,Cemmase
جماسه,Cemmase
جمّاسَه,Cemmase
جماسيه,Cemmase
جماسى,Cemmase/Cemmasi
جماسيه,Cemmase/Cemmasiye
جنجكه,Cenciğe
چنجكه,Cenciğe
جنويز ولايتي,Ceneviz Vilayeti
جنكوله,Cengula
جنكوله,Cengula/Beksa
جنين,Cenin
جنين عطا قولنه,Cenin Atakulna (?)
نفس جنين,Cenin merkez
جنابة,Cennabe
جنت آباد,Cennetabad
جنوب,Cenub
جربه,Cerbe
جَرْبَه,Cerbe
جربو عيه,Cerbuiye
جربوعيه,Cerbuiye
جرجر,Cercer
جرش,Cereş
جريد,Cerid
جِرِيدْ,Cerid
جرم الكوع,Cermülku
جرونه,Cerovina
جره,Cerre (?)
جرءالعلفه,Cerrilalife
جصان,Cessan
جسان,Cessan
جسّان,Cessan
جسان و بدره,Cessan ve Bedre
جسان بداره,Cessan ve Bedre/Cessan-Bedara
جسّان بداره,Cessan ve Bedre/Cessan-Bedara
جصّان بدره,Cessan ve Bedre/Cessan-Bedre
جسّان بدره,Cessan ve Bedre/Cessan-Bedre
جسان بداره,Cessan ve Bedre/Cessan-Bedre
جواد,Cevad
جوانرود,Cevanrud
جوارى,Cevari
جوازر,Cevazir
جوازير,Cevazir
حراز و اشتفه طره ال حناح وقصر حور ومحمر و رو بطن,Cevazir (Haraz) ve İştifa [ve] Turra-i Al-i Cenah ve Kasr-ı Hur ve Muhammer ve Rubatın
جوازير و اشفه طره ال حناح وقصر حور ومحمر و روبطن (؟),Cevazir ve İştifa (İşfa) [ve]  Turra-i Al-i Cenah ve Kasr-ı Hur ve Muhammer ve Rubatın
جوازير و اشتفه طرۀ ال حناح وقصر حور ومحمر فرد بطن (؟),Cevazir ve İştifa ve Turra-i Al-i Cenah ve Kasr-ı Hur ve Muhammer ve Rubatın (Ferd-i Batın)
چوزدره سى,Cevizderesi
جوز دره سى,Cevizderesi
جويز دره سى,Cevizderesi
جويز دره سى و فنارس و افراز و اونيه و چوره كى,Cevizderesi ve Fenaris ve İfraz ve Ünye ve Çöreği
جويزلى,Cevizli (?)
جيحان,Ceyhan
جيحون,Ceyhan/Ceyhun
حميديه,Ceyhan/Hamidiye
حميديه,Ceyhan/Hamidiye
جيحان,Ceyhan/Hamidiye
مهاجرين,Ceyhan/Muhacirin
جيحان,Ceyhan/Örfiye
يارصوات,Ceyhan/Yarsuvat
جيرود,Ceyrud
جزآير,Cezayir
جزاير,Cezayir
جزاير و قپودانلق دريا,Cezayir ve Kapudanlık-ı Derya
جزاير بحر سفيد,Cezayir-i Bahr-i Sefid
جزائر بحر سفيد,Cezayir-i Bahr-i Sefid
جزايربحرسفيد,Cezayir-i Bahr-i Sefid
جزاير بحر سفيد,Cezayir-i Bahr-i Sefid/Kapudani
جزاير بوّارين و مصطفاعيه و لافيه و العين,Cezayir-i Bevvarin ve Mustafaiye ve Lafiye ve el-Ayn
جزاير جديد,Cezayir-i Cedid
جزاير غرب,Cezayir-i Garb
جزاير غرب,Cezayir-i Garb
جزاير,Cezayir-i Garb/Cezayir
جزاير مغرب,Cezayir-i Garb/Cezayir-i Mağrib
مغرب,Cezayir-i Garb/Mağrib
جزائراثنى عشر,Cezayir-i İsna Aşer
جزائراثنا عشر,Cezayir-i İsna Aşer
جزائرسبعه,Cezayir-i Seba
جزيرۀ سبعه,Cezayir-i Seba/Cezire-i Seba
جزيره,Cezire
جزيرۀ قاتوقصري,Cezire-i Katokasrı
جزيرۀكبير,Cezire-i Kebir
جزيرۀ كوچك,Cezire-i Küçük
جزيرۀ عليا,Cezire-i Ulya
جزيرۀ على,Cezire-i Ulya/Cezire-i Ali
جزاير,Cezire/Cezayir
جزين,Cezzin
جزيين,Cezzin
اقليم جِزّين,Cezzin/İklim-i Cezzin
اقليم جزين,Cezzin/İklim-i Cezzin
جباع,Ciba
جُباع,Ciba/Cüba
جبارى,Cibari
جبره,Cibre
جبرى,Cibre/Cibri
جبري,Cibre/Cibri
سبره,Cibre/Sibre
جبره,Cibre/Sibre
سيره,Cibre/Sibre
جدابيه,Cidabiye
جده,Cidde
جدّه,Cidde
جدّۀ معموره,Cidde/Cidde-i Mamure
جدۀ معموره,Cidde/Cidde-i Mamure
جده معموره,Cidde/Cidde-i Mamure
جيده,Cide
جيده,Cide
جده,Cide
جيده در اسكلۀ كيدوس,Cide der-İskele-i Kidos
نفس جيده,Cide merkez
چيده,Cide/Çide
جفاره,Cifare
جِفَارَه,Cifare
جكر دلن,Ciğerdelen
جهان بك,Cihanbey
جهانبكلى,Cihanbeyli
جهان بكلى,Cihanbeyli
جهانبگلو,Cihanbeyli
جهانبكلى عشيرتى,Cihanbeyli Aşireti/
جلانكر,Cilanger
جلاره,Cilara
جليما,Cilima
چيلو,Cilo
چيلو عليا,Cilo-i Ulya
جيلوانا,Cilvana
جمين,Cimin
جيمين,Cimin
جين,Cin/Kuyumahmudi
جنبى,Cinbi
جنجفه,Cincife
جنيس,Cinis
جنس,Cinis
جرباز,Cirbaz
جرجه,Circa
جرجه,Circa
جرجا,Circa
جرجه,Circa/Cerca
جَرْجَا,Circa/Cerca
جَرْجا,Circa/Cerca
جرجه,Circa/Circe
دجرجا,Circa/Decirca
جسر چاشنيگير,Cisr-i Çaşnigir
جسرصاحب,Cisr-i Sahib
جوارق,Civarık
جزان,Cizan
جيزان,Cizan
جزان و فرسان,Cizan ve Ferasan
جازان,Cizan/Cazan
جيزه,Cize
جِزَه,Cize
جيزۀ صفد,Cize-i Safed
جيزه و طبريه,Cize-i Safed (Cize) ve Taberiye
جبره,Cize-i Safed/Cebre
جيزه,Cize-i Safed/Cize
جزره,Cizre
جزره,Cizre
جزيرۀ عمريّه مع نواحى,Cizre maa Nevahi/Cezire-i Ömeriye maa Nevahi
جزيره,Cizre/Cezire
جزره,Cizre/Cezire
جزيرۀ ابن عمر,Cizre/Cezire-i İbni Ömer
جوندورون,Condoron
خوندورون,Condoron/Hondoron
قوندورن,Condoron/Kondoron
جوره,Cora
جورس,Coras
جورش,Coras/Coraş
جورجيو,Corciyo
جوبال,Cubal
جبال,Cubal
جوباس,Cubas
جوباش,Cubas/Cubaş
اسپندره,Cubas/İspendere
جودى,Cudi
جوف,Cuf
جهود قلعه سى,Cuhudkalesi
جولان غربى,Culan-ı Garbi/Cevelan-ı Garbi
جولان شرقى,Culan-ı Şarki/Cevelan-ı Şarki
جولان,Culan/Cevelan
الجولان,Culan/el-Cevelan
جوم,Cum
جوم,Cum
جوم,Cum/Gavurgan
جمعه,Cuma
جمعۀ بالا,Cuma-i Bala
جمعه,Cuma-i Bala/Cuma
جمعه بازارى,Cuma-i Bala/Cumapazarı
جمعه پازارى,Cuma-i Bala/Cumapazarı
جمعه اباد,Cumaabad
جمعه آباد,Cumaabad
حميد اباد,Cumaabad/Hamidabad
جمعه چاى,Cumaçay
جومه ثلثِ عكّار,Cume [maa] Sülüs-i Akkar
جوم قطع بلا عكام,Cume ve Kuveyta bilad-ı Akkar/Cum ve Katı bila-Akkam
جب آبّلات,Cübb-i Abbelat
جبل عبيله,Cübb-i Abbelat/Cebel-i Abile
جبّه,Cübbe
جبه,Cübbe
جبل و الوس,Cübbe (Cebel) ve Alus
جبه آلوس,Cübbe [ve] Alus
جبه الوس,Cübbe [ve] Alus
جبه و الوس,Cübbe ve Alus
جبه والوس,Cübbe ve Alus
جبه آلوس,Cübbe ve Alus (Cübbealus)
جبة العسال,Cübbetülassal
جبل,Cübbetülassal/Cebel
جبل عسال,Cübbetülassal/Cebel-i Assal
جبة الغسال,Cübbetülassal/Cübbetülgassal
جبّة البشرى مع توابع,Cübbetülbeşera maa tevabi
جبيل,Cübeyl
جبيل عليا,Cübeyl-i Ulya
جبل عليا,Cübeyl-i Ulya/Cebel-i Ulya
جبيل العليا,Cübeyl-i Ulya/Cübeylülulya
جرد جبيل,Cübeyl/Cürd-i Cübeyl
جبيله,Cübeyle
جبيل اسكله سى,Cübeyliskelesi
جبل اسكله سى,Cübeyliskelesi/Cebeliskelesi
جبن,Cübün
جبين,Cübün/Cübin
جُدَيده,Cüdeyde
جديده,Cüdeyde/Burumana
برمانا,Cüdeyde/Burumana
جولاب,Cülab
جلاب,Cülab
جنينه,Cüneyne
جونيه,Cünye
جنيه,Cünye
جراب,Cürab
جرد,Cürd
جرد جنوبى,Cürd-i Cenubi
جرد الجنوبى,Cürd-i Cenubi/Cürdülcenubi
جرد كسروان,Cürd-i Kisrevan
جرد شمالى,Cürd-i Şimali
جرد الشمالى,Cürd-i Şimali/Cürdüşşimali
جريد,Cüreyd
الجريد,Cüreyd/el-Cüreyd
چشته,Cüşte
چابراد,Çabrad
چاچقه,Çaçaka
چاجقه,Çaçaka
جاجقه,Çaçaka
چاچاق,Çaçaka/Çaçak
جاصقه,Çaçaka/Çaska
واروش چاچقه,Çaçaka/Varoş-ı Çaçaka
جاجوينه,Çaçvine
چاچوينه,Çaçvine
چاچونه,Çaçvine
چاچوينه,Çaçvine/Çaporiçe
چغا,Çağa
جغا,Çağa
چغا كول,Çağa/Çağa Göl
چقا,Çağa/Çaka
چيغا,Çağa/Çığa
چغان,Çağan
جغان كدوكى,Çağan/Çağangediği
چغان كدوكى,Çağan/Çağangediği
چاغرغان,Çağırkan/Çağırgan
چغلاغان جريدى,Çağlağanceridi
چغلغان جريدى,Çağlağanceridi
جريد,Çağlağanceridi/Cerid
چاغلايق,Çağlayık
چغلايق,Çağlayık
چاغلايق مع صارى شعبان,Çağlayık maa Sarışaban
چغلايق مع صارى شعبان,Çağlayık maa Sarışaban
جغلايق مع صارى جاير,Çağlayık maa Sarışaban (Sarıçayır)
چاغشاق,Çağşak
چقال,Çakal
چقاللر,Çakallar
چقاللو,Çakallı
چقاللو,Çakallı
چقاللو,Çakallı
چقاللو و آطمه لو,Çakallı ve Atmalı
چاقرجه,Çakırca
چاقرلى مع صفالى,Çakırlı maa Safalı
چاقلوفچه,Çaklofça
چاقلاواچ,Çaklofça/Çaklavaç
چاقلواچ,Çaklofça/Çaklovaç
چاقمق,Çakmak
چقماق طاشى,Çakmaktaşı
چاقوه,Çakova
چاقراق,Çakrak
چاقراق,Çakrak
چاكوى,Çakvi
نفس چاكوى,Çakvi merkez
چال,Çal
چال,Çal
جال,Çal
چال ايلى,Çal/Çalili
چاك,Çal/Çan
دمرجى كوى,Çal/Demirciköy
تيمورجى,Çal/Timurcu
چالا,Çala/Cala
جالا,Çala/Cala
چالديران,Çaldıran
چالدران,Çaldıran
چالغان,Çalgan
چالقان,Çalgan/Çalkan
چالى,Çalı
چاليجه,Çalıca
جاليجه,Çalıca
چالق قواق,Çalıkkavak
چالى قواق,Çalıkkavak/Çalıkavak
چالش مع طوطاق,Çalış maa Tutak
چالى يازى,Çalıyazı
چال كوى,Çalköy
چاللى,Çallı
چالتيجق,Çaltıcak
چام اردى,Çamardı
چام اردى,Çamardı
چام اردى,Çamardı/Bereketli
بركتلو,Çamardı/Bereketli
بره كتلو,Çamardı/Bereketli
بركتلو,Çamardı/Bereketli
بركتلو معدن همايونى,Çamardı/Bereketli Maden-i Hümayunu
بركتلى معدنى,Çamardı/Bereketli Madeni
بركتلى معدن,Çamardı/Bereketlimaden
بركتلو معدن,Çamardı/Bereketlimaden
شام اردى,Çamardı/Şamardı
چماش,Çamaş
جماش,Çamaş
چمش مع  بولمان,Çamaş maa Bolaman
چام برونى,Çamburnu
چام ايچى,Çamiçi
چتاق مع اوزويران,Çamiçi/Çatak maa Özviran
چناق مع اوزويران,Çamiçi/Çatak maa Özviran
جاملى بل,Çamlıbel
چامليجه,Çamlıca
جامليجه,Çamlıca
چامليجه,Çamlıca
جامليجه,Çamlıca
چاملوجه,Çamlıca
چامليجۀكبير,Çamlıca/Çamlıca-i Kebir
هيدرا,Çamlıca/Hidra
هيدره,Çamlıca/Hidra
بايدرا,Çamlıca/Hidra (Baydara)
حايدرا,Çamlıca/Hidra (Haydra)
جاملجه لر,Çamlıcalar
چاملق,Çamlık
چامور,Çamur
چامورلى,Çamurlu
چاك,Çan
چاڭ,Çan
چان,Çan
جاك,Çan
چَنَادْ,Çanad
چناد,Çanad
جناد,Çanad
چناط,Çanad
چناد و بچي و پچكرك,Çanad ve Beçey ve Beçkerek (Peçkerek)
چنق,Çanak
چناقجى,Çanakçı
چاندارلى,Çandarlı
چاندارلو,Çandarlı
چاندارلي,Çandarlı
جاندارلى,Çandarlı
جاندارلو,Çandarlı
جاندارلو,Çandarlı/Candarlı
جاندارلى حصار,Çandarlı/Çandarlıhisar
چاك كوپرى,Çanköprü
چاكلى,Çanlı
چاڭْلو,Çanlı
چاڭلو,Çanlı
چاڭلو,Çanlı
چاڭْلى,Çanlı
چاڭلى,Çanlı
چكلى,Çanlı
جانلى,Çanlı
چاكلى مع آق قيا,Çanlı maa Akkaya
چالى,Çanlı/Çalı
چاكلى كليسا,Çanlıkilise
چاكلى كليسه,Çanlıkilise
چاكشا,Çanşa
چپاقجور,Çapakçur
چباقچور,Çapakçur
چباقچور,Çapakçur
چپاقچور,Çapakçur
جبقجور,Çapakçur
چَپَاقچُور,Çapakçur
چپقچور,Çapakçur
چَپَقْچُورْ,Çapakçur
چپقجور,Çapakçur
جباقجور,Çapakçur
جباقچور,Çapakçur
چوليك,Çapakçur/Çevlik
جمعه,Çaputlu/Cuma
جمعه بازارى,Çaputlu/Cumapazarı
چارداق,Çardak
چارداق,Çardak
چارداقلى,Çardaklı
چارطاق,Çardaklı/Çardak
چارداق,Çardaklı/Çardak
چارطاق,Çardaklı/Çardak
جارداق,Çardaklı/Çardak
چارداول,Çardavel
چاريبرود,Çaribrod
چاريبورود,Çaribrod/Çariburod
چارملك,Çarmelik
چاروه,Çarova
چارويچه,Çaroviçe
چارپان,Çarpan
چارپين,Çarpın
چارسنجاق,Çarsancak
چارسنجاق,Çarsancak
چارسنجق,Çarsancak
جارسنجاق,Çarsancak
چارسنجق مع صغمان,Çarsancak maa Sağman
جارسنجاق,Çarsancak/Carsancak
پرى,Çarsancak/Peri
چهارشنبه,Çarşamba
جهارشنبه,Çarşamba
چارشانبه,Çarşamba
چارشنبه,Çarşamba
چهارشنبه,Çarşamba/Çeharşenbe
چارتلوس,Çartalos
چاشنكير,Çaşnigir
چات,Çat
چتاق,Çatak
چتال آده لر,Çatal Adalar
چتال اده لر,Çatal Adalar
چاط آلاڭى,Çatalanı
چتال برغوس,Çatalbergos
جتال برغوس,Çatalbergos
چتال برغوس  مع  لاپسكى,Çatalbergos maa Lapseki
برغوس,Çatalbergos/Bergos
بورغاس,Çatalbergos/Burgas
چتال برغوز,Çatalbergos/Çatalbergoz
اموربك,Çatalbergos/Umurbey
چتالجه,Çatalca
چتالجه,Çatalca
چاتلجه,Çatalca
جتالجه,Çatalca
جتالجه,Çatalca
چتالجه مع دومكى,Çatalca maa Dömeke/Dömeki
چتالجه مع ناحيۀ دومكه,Çatalca maa Nahiye Dömeke
چتالجه,Çatalca merkez
نفس چتالجه,Çatalca merkez
قضاء اربعه,Çatalca/Kaza-i Erbaa
چتال قلعه,Çatalkale
چتال كوى,Çatalköy
چتال كوي,Çatalköy
چتال تپه,Çataltepe
چتال زيتون,Çatalzeytun
چاودار,Çavdar
چاودير,Çavdır
چاوش الآت,Çavuşulat (?)
چاى,Çay
جاى,Çay
چاى اطه,Çayada
چاى آغزى,Çayağzı
چاى جمعه,Çaycuma
خضر بك ايلى مع دورك و چهارشنبه,Çaycuma (Hızırbeyili) maa Devrek ve Çarşamba
خضر بك ايلى,Çaycuma (Hızırbeyili)/Çarşamba
جهارشنبه,Çaycuma/Çarşamba
چهارشنبه,Çaycuma/Çarşamba
جهارشنبه,Çaycuma/Çarşamba
چهارشنبۀ بولى,Çaycuma/Çarşamba-i Bolu
جهارشنبه بولى,Çaycuma/Çarşamba-i Bolu
خضر بك ايلى,Çaycuma/Hızırbeyili
چايدر,Çayder
چايخان,Çayhan
چاى حصار,Çayhisar
قلعۀ جاماش,Çayhisar/Kale-i Çamaş
ذاماس,Çayhisar/Zamas
چايراسكوب مع نوكريچه,Çayır-ı Üsküb maa Nogoriçe
چاير شيخى,Çayırşeyhi
آق طاغ,Çayırşeyhi/Akdağ
اقطاغ,Çayırşeyhi/Akdağ
اق طاغ,Çayırşeyhi/Akdağ
آق طاغ,Çayırşeyhi/Akdağ
چاى كسان,Çaykesen
چاى كسه,Çaykesen/Çaykese
جاى قيو,Çaykuyu
چاي قويى,Çaykuyu
چاى قيو,Çaykuyu
چاى,Çaykuyu/Çay
چايلا و ودوروش,Çayla (?) ve Vodoroş (?)
چاينچه,Çayniçe
چاينيچه,Çayniçe
جاينجه,Çayniçe
معدن چاينچه,Çayniçe/Maden-i Çayniçe
بازار چاينچه,Çayniçe/Pazar-ı Çayniçe
واروش,Çayniçe/Varoş
واروش چاينچه,Çayniçe/Varoş-ı Çayniçe
چچ,Çeç
چچ,Çeç
چچ,Çeç/Bük
چچ,Çeç/Şince
چچرك,Çeçerek
ججرك,Çeçerek
جبه جك,Çeçerek/Cebecik
جبه جرك,Çeçerek/Cebecirek
ججرك,Çeçerek/Göle
حاجرك,Çeçerek/Hacrek
چه ولايتي,Çeh Vilayeti
جهرين,Çehrin
چهرين,Çehrin
چك الاك,Çekalan
چكته,Çekete (?)
چكركه,Çekirge
چكمجۀ كبير,Çekmece-i Kebir
چکمجۀ کبير,Çekmece-i Kebir
چکمجۀ کبير,Çekmece-i Kebir
چكمجۀ كبيرر,Çekmece-i Kebir
جكمجۀ كبير,Çekmece-i Kebir
جكمجه كبير,Çekmece-i Kebir
بيوك چكمجه,Çekmece-i Kebir/Büyükçekmece
بيوك چكمجه,Çekmece-i Kebir/Büyükçekmece
بيوك چكمه,Çekmece-i Kebir/Büyükçekmece
بويوك چكمجه,Çekmece-i Kebir/Büyükçekmece
چكمجه,Çekmece-i Kebir/Çekmece
چكمجۀ بزرك,Çekmece-i Kebir/Çekmece-i Büzürk
چكمجۀ صغير,Çekmece-i Sagir
چکمجۀ صغير,Çekmece-i Sagir
جكمجۀ صغير,Çekmece-i Sagir
جكمجه صغير,Çekmece-i Sagir
چكمجۀ صغير,Çekmece-i Sagir
چكمجۀ كوچك,Çekmece-i Sagir/Çekmece-i Küçük
كوچك چكمه,Çekmece-i Sagir/Küçükçekme
كوچوك چكمجه,Çekmece-i Sagir/Küçükçekmece
كچوك چكمجه,Çekmece-i Sagir/Küçükçekmece
كوچك چكمجه,Çekmece-i Sagir/Küçükçekmece
كوچك چكمجه,Çekmece-i Sagir/Küçükçekmece
چلابرد,Çelaberd
جلبرد,Çelaberd
جله برد,Çelaberd
چلبى,Çelebi
چلبى باغى,Çelebibağı
جلبيلر,Çelebiler
چلبى پازارى,Çelebipazarı
جلبى بازارى,Çelebipazarı
چلبى پازارى مع قولايش,Çelebipazarı maa Kolayiş
بازار روغاتجه,Çelebipazarı/Pazar-ı Rogatiçe
روغاتيچه,Çelebipazarı/Rogatiçe
چلبى پازارى,Çelebipazarı/Rogatiçe
بازار بوراج,Çelebipazarı/Rogatiçe/Pazar-ı Boraç
بازار ايوراجه,Çelebipazarı/Rogatiçe/Pazar-ı İvraca
